|class|order|family|genus|species|pollen unit|dispersal unit and peculiarities|size (pollen unit)|pollen class|polarity|shape|outline in polar view|shape (dry pollen)|outline in polar view (dry pollen)|infoldings (dry pollen)|aperture number|aperture type|aperture condition|aperture peculiarities|ornamentation LM|nexine|sexine|ornamentation SEM|tectum|infratectum|foot layer|endexine|intine|wall peculiarities|pollen coatings|reserves in cytoplasm|cell number|Ubisch bodies|how many figures?
0|Angiospermae|Asparagales|Asparagaceae|Scilla|Scilla spetana|monad|monad|large (51-100 µm)|sulcate|heteropolar|oblate|elliptic|boat-shaped|elliptic|aperture(s) sunken|1|sulcus|sulcate|-|reticulate|-|-|reticulate, perforate|semitectate|columellate|discontinuous|absent|monolayered|-|pollenkitt|lipids|2-celled|present|1
0|Angiospermae|Alismatales|Araceae|Ambrosina|Ambrosina bassii|monad|monad|medium-sized (26-50 µm)|plicate|isopolar|oblate|elliptic|oblate|irregular|irregularly infolded|none|no aperture|inaperturate|-|plicate|-|-|plicate, perforate, microreticulate|-|-|-|-|-|-|absent|-|-|absent|2
0|Angiospermae|Alismatales|Araceae|Calla|Calla palustris|monad|monad|small (10-25 µm)|sulcate|heteropolar|oblate|elliptic|prolate|no suitable term|aperture(s) sunken|2|sulcus|sulcate, disulcate|aperture membrane ornamented|scabrate|-|-|psilate, perforate|eutectate|columellate|discontinuous|compact-continuous|monolayered|-|absent|lipids|2-celled|absent|5
0|Angiospermae|Apiales|Apiaceae|Smyrnium|Smyrnium perfoliatum|monad|monad|small (10-25 µm)|colporate|isopolar|prolate|triangular|prolate|triangular|interapertural area sunken|3|colporus|colporate, tricolporate|-|-|-|-|rugulate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt, primexine matrix|polysaccharide vesicles|3-celled|present|1
0|Angiospermae|Asparagales|Amaryllidaceae|Allium|Allium ursinum|monad|monad|medium-sized (26-50 µm)|sulcate|heteropolar|oblate|elliptic|boat-shaped|elliptic|aperture(s) sunken|1|sulcus|sulcate|-|scabrate|-|-|rugulate, perforate|eutectate|columellate|continuous|absent|monolayered|-|pollenkitt|lipids|2-celled|present|2
0|Angiospermae|Asparagales|Amaryllidaceae|Anthericum|Anthericum liliago|monad|monad|large (51-100 µm)|sulcate|heteropolar|oblate|elliptic|boat-shaped|no suitable term|aperture(s) sunken|1|sulcus|sulcate|-|reticulate, heterobrochate|-|-|reticulate, heterobrochate, granulate|semitectate|columellate|discontinuous|compact-continuous|monolayered|-|pollenkitt|lipids|2-celled|present|2
0|Angiospermae|Asparagales|Amaryllidaceae|Anthericum|Anthericum ramosum|monad|monad|large (51-100 µm)|sulcate|heteropolar|oblate|elliptic|boat-shaped|elliptic|aperture(s) sunken|1|sulcus|sulcate|-|reticulate|-|-|reticulate, heterobrochate|semitectate|columellate|discontinuous|compact-discontinuous|monolayered|-|pollenkitt|lipids|2-celled|present|1
0|Angiospermae|Asparagales|Amaryllidaceae|Chlorophytum|Chlorophytum comosum|monad|monad|medium-sized (26-50 µm)|sulcate|heteropolar|oblate|elliptic|boat-shaped|no suitable term|aperture(s) sunken|1|sulcus|sulcate|aperture membrane ornamented|-|-|-|microreticulate|eutectate|-|-|-|-|-|-|-|-|present|2
0|Angiospermae|Asparagales|Amaryllidaceae|Leucojum|Leucojum aestivum|monad|monad|medium-sized (26-50 µm)|sulcate|heteropolar|spheroidal|circular|boat-shaped|elliptic|aperture(s) sunken|1|sulcus|sulcate|-|psilate|-|-|perforate|eutectate|columellate|continuous|absent|monolayered|-|pollenkitt|lipids|2-celled|present|2
0|Angiospermae|Asparagales|Amaryllidaceae|Leucojum|Leucojum vernum|monad|monad|medium-sized (26-50 µm)|sulcate|heteropolar|oblate|elliptic|boat-shaped|elliptic|aperture(s) sunken|1|sulcus|sulcate|aperture membrane ornamented|psilate|-|-|perforate, no suitable term|eutectate|columellate|continuous|absent|monolayered|-|pollenkitt|lipids|2-celled|present|2
0|Angiospermae|Caryophyllales|Amaranthaceae|Atriplex|Atriplex patula|monad|monad|small (10-25 µm)|porate|isopolar|spheroidal|circular|cup-shaped|no suitable term|no suitable term|>6|porus|porate, pantoporate|pantoaperturate, aperture membrane ornamented|echinate|-|-|microechinate, perforate|eutectate|columellate|continuous|absent|monolayered|-|pollenkitt, primexine matrix|starch|3-celled|present|4
0|Angiospermae|Caryophyllales|Amaranthaceae|Atriplex|Atriplex sagittata|monad|monad|small (10-25 µm)|porate|isopolar|spheroidal|circular|cup-shaped|no suitable term|no suitable term|>6|porus|porate, pantoporate|pantoaperturate, aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|absent|monolayered|-|pollenkitt, primexine matrix|starch|3-celled|present|4
0|Angiospermae|Caryophyllales|Amaranthaceae|Atriplex|Atriplex tatarica|monad|monad|small (10-25 µm)|porate|isopolar|spheroidal|circular|cup-shaped|no suitable term|no suitable term|>6|porus|porate, pantoporate|pantoaperturate, aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|absent|monolayered|-|pollenkitt, primexine matrix|starch|3-celled|present|4
0|Angiospermae|Caryophyllales|Amaranthaceae|Bassia|Bassia scoparia|monad|monad|medium-sized (26-50 µm)|porate|isopolar|spheroidal|circular|irregular|irregular|irregularly infolded|>6|porus|porate|operculum, pantoaperturate|scabrate|-|-|microechinate, microverrucate|eutectate|columellate|continuous|absent|monolayered|-|pollenkitt, primexine matrix|starch|3-celled|present|4
0|Angiospermae|Caryophyllales|Amaranthaceae|Chenopodium|Chenopodium album|monad|monad|medium-sized (26-50 µm)|porate|isopolar|spheroidal|circular|irregular|irregular|irregularly infolded|>6|porus|porate, pantoporate|operculum, pantoaperturate|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-discontinuous|monolayered|-|pollenkitt, primexine matrix|starch|3-celled|present|4
0|Angiospermae|Caryophyllales|Amaranthaceae|Chenopodium|Chenopodium hybridum|monad|monad|small (10-25 µm)|porate|isopolar|spheroidal|circular|irregular|irregular|irregularly infolded|>6|porus|porate, pantoporate|pantoaperturate, aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|absent|monolayered|-|pollenkitt, primexine matrix|starch, lipids, polysaccharide vesicles|3-celled|present|4
0|Angiospermae|Dipsacales|Adoxaceae|Sambucus|Sambucus nigra|monad|monad|small (10-25 µm)|colporate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|-|reticulate|-|-|reticulate, heterobrochate|semitectate|columellate|continuous|absent|monolayered|-|pollenkitt, primexine matrix|-|3-celled|absent|4
